ID,title,role,identification,reviewer,value in Derge colophon,ambiguity,note,sources
D1306,bdag med ma zhes bya ba'i sgrub pa'i thabs,author,P3287,,mkhas pa chen po dpal mi thub zla ba,,,
D1306,bdag med ma zhes bya ba'i sgrub pa'i thabs,translatorPandita,P3302,,rgya gar gyi mkhan po ga ya d+ha ra,,,
D1306,bdag med ma zhes bya ba'i sgrub pa'i thabs,translator,P3285,,lo tsA ba dge slong shAkya ye shes,,,
D1307,bdag med ma lha mo bco lnga la bstod pa,author,P3287,,slob dpon mi thub zla ba,,,
D1308,bdag med ma'i rab tu gsal ba,author,P44,,dpal paN+Di ta gnyis su med pa'i rdo rje,,,
D1308,bdag med ma'i rab tu gsal ba,translator,P4308,,dge slong mtshur dz+nyA na A ka ra,,,
D1308,bdag med ma'i rab tu gsal ba,translatorPandita,P8232,,,,,
D1309,bdag med ma'i sgrub thabs rgyas par bstan pa zhes bya ba,author,P43?,,dpal dkon mchog 'byung gnas,,,
D1310,dpa' gcig ma'i sgrub thabs,author,P46,,slob dpon bsod snyoms pa sgra gcan 'dzin,,,
D1310,dpa' gcig ma'i sgrub thabs,translatorPandita,P4CZ10528,,rgya gar gyi mkhan po pradz+nyA in+d+ra ru tsi,,,
D1310,dpa' gcig ma'i sgrub thabs,translator,P3285,,dge slong shAkya ye shes,,,
D1311,bdag med ma'i sgrub pa'i thabs,author,P2956,,slob dpon kr-iSh+Na paN+Ti ta,,,
D1312,bdag med ma'i man ngag ces bya ba,author,P4CZ10577,,paN+Di ta dpal ting nge 'dzin rdo rje,,,
D1312,bdag med ma'i man ngag ces bya ba,translatorPandita,P4CZ10577,,rgya gar gyi mkhan po de ba a ka ra tsan+d+ra,,,
D1312,bdag med ma'i man ngag ces bya ba,translator,P4180,,bod kyi lo tsA ba dpal ser rtsa bsod nams rgyal mtshan,,,
D1314,dpal kye'i rdo rje'i rgyud kyi rim pa las/_bdag byin gyis brlab pa ku ru kul+le'i sgrub thabs,author,P4CZ10579,,slob dpon lhan cig skyes pa'i rol pa,,,
D1314a,bla ma'i man ngag,translator,P8224,,paN+Di ta don yod rdo rje,,,
D1314a,bla ma'i man ngag,translator,P3731,,lo tsA ba ba ri rin chen grags pa,,,
D1315,dgyes pa'i rdo rje las byung ba'i ku ru kul+le'i sgrub thabs,author,P4CZ10579,,slob dpon chen po lhan skyes sgeg pa,,,
D1315,dgyes pa'i rdo rje las byung ba'i ku ru kul+le'i sgrub thabs,translatorPandita,P3214,to check,dA na shI la,,,
D1316,kye'i rdo rje las byung ba'i ku ru kul+le'i man ngag chen po lnga,author,P5659,,slob dpon zhi ba 'tsho,,,
D1316,kye'i rdo rje las byung ba'i ku ru kul+le'i man ngag chen po lnga,translator,P3214,,paN+Di ta hA na shI la,,,
D1317,phags ma sgrol ma ku ru ku l+le'i bstod pa,author,P3292,,slob dpon chen Do m+bi he ru ka,,,
D1318,ku ru kul+le'i sgrub pa'i thabs,translatorPandita,P4CZ10581,,paN+Di ta bim pa,,,
D1318,ku ru kul+le'i sgrub pa'i thabs,translator,P4417,,lo tsA ba gzhon nu 'od,,,
D1319,myur mdzad ma'i sgrub thabs,translatorPandita,P4CZ10575,,gnas brtan many+dzu shrI dz+nyA na,,,
D1319,myur mdzad ma'i sgrub thabs,translator,P3816,,bod kyi lo tsA ba rong zom chos kyi bzang po,,,
D1320a,ku ru kul+le'i sgrub pa'i thabs,author,P4CZ15072,,slob dpon chen po kr-iSh+na badzra,,,
D1320a,ku ru kul+le'i sgrub pa'i thabs,translator,P4153,,ye shes rgyal mtshan,,,
D1321,mkha' 'gro ma rdo rje gur gyi mkha' 'gro rnam pa lnga'i sgrub pa'i thabs zhes bya ba,translatorPandita,P4CZ15286,,rgya gar mkhan po li la badzra,,,
D1321,mkha' 'gro ma rdo rje gur gyi mkha' 'gro rnam pa lnga'i sgrub pa'i thabs zhes bya ba,translator,P4180,,bod kyi lo tsA bsod nams rgyal mtshan,,,
D1321,mkha' 'gro ma rdo rje gur gyi mkha' 'gro rnam pa lnga'i sgrub pa'i thabs zhes bya ba,author,P3287,,mi thub zla bas,,,
D1322,dpal mkha' 'gro ma rdo rje gur gyi dkyil 'khor bsdus pa zhes bya ba'i rjes su 'brang ba'i sgrub thabs,author,P4CZ15073,,slob dpon chen po lha'i brtul zhugs,,,
D1322,dpal mkha' 'gro ma rdo rje gur gyi dkyil 'khor bsdus pa zhes bya ba'i rjes su 'brang ba'i sgrub thabs,translator,P2636,,mar pa chos kyi blo gros,,,
D1323,de kho na nyid bcu pa,author,P1GS14003,,slob dpon chen po dri med grags pa,,,
D1323,de kho na nyid bcu pa,translator,P2636,,mar pa chos kyi blo gros,,,
D1324,rdo rje sgrol ma'i sgrub thabs,author,P00EGS1016642,,dpal rin chen 'byung gnas zhi ba,,,
D1324,rdo rje sgrol ma'i sgrub thabs,translator,P4440,,yul dbus kyi sgra bsgyur ba chag lo tsA ba dge slong dgra bcom,,,
D1324,rdo rje sgrol ma'i sgrub thabs,revisorPandita,P9963,,paN+Di ta chen po bud+d+ha shrI dz+nyA na,,,
D1324,rdo rje sgrol ma'i sgrub thabs,revisorPandita,P1518,,paN+Di ta chen po shAkya shrI b+ha dra la,,,
D1325,phags ma rdo rje sgrol ma'i sgrub thabs,author,P4CZ15074,,gru ba thob chen po sna tshogs dmar po zhabs,,,
D1325,phags ma rdo rje sgrol ma'i sgrub thabs,translatorPandita,P3214,,rgya gar shar phyogs kyi paN+Di ta chen po dA na shI la,,,
D1327,dpal rdo rje sgrol ma'i sgrub thabs,author,P4CZ15075,,slob dpon dge ba'i mgon po,,,
D1327,dpal rdo rje sgrol ma'i sgrub thabs,translatorPandita,P9963,,paN+Di ta chen po bud+d+ha shrI b+ha dra,,,
D1327,dpal rdo rje sgrol ma'i sgrub thabs,translator,P4007,,lo tsA ba gnu bas byams pa dpal,,,
D1328,ro bsreg pa'i cho ga zhes bya ba,author,P4CZ10534,,blo gros chen po,,,
D1328,ro bsreg pa'i cho ga zhes bya ba,translatorPandita,P44,,rgya gar gyi mkhan po slob dpon a wa d+hU tI pa,,,
D1328,ro bsreg pa'i cho ga zhes bya ba,translator,P3731,,bod kyi lo tsA ba dge slong ba ri,,,
D1329,ro bsreg bya ba,author,P00KG02663,,dge slong ta thA ga ta rak+Shi ta,,,
D1329,ro bsreg bya ba,translatorPandita,P00KG02663,,rgya gar gyi mkhan po de nyid,,,
D1329,ro bsreg bya ba,translator,P8203,,lo tsA ba dge slong dar ma blo gros,,,
D1330,gdung bsreg pa'i cho ga,translatorPandita,?,,rgya gar gyi mkhan po chen po a shrI dz+nyA na,,,
D1330,gdung bsreg pa'i cho ga,translator,P8203,,lo tsA ba dge slong dpal gyi snying po,,,
D1330,gdung bsreg pa'i cho ga,author,P4CZ15076,,,,,
D1330,gdung bsreg pa'i cho ga,translatorPandita,P00KG02663?,,,,,
D1331,dpal rin po che'i char yang zhes bya ba'i sgrub pa'i thabs,translatorPandita,P10154,,rgya gar gyi mkhan po chen po dpal shes rab gsang ba,,,
D1332,dpal rin chen thigs pa zhes bya ba'i sgrub pa'i thabs,author,P10154,,rnal 'byor gyi dbang phyug dpal shes rab gsang ba,,,
D1332,dpal rin chen thigs pa zhes bya ba'i sgrub pa'i thabs,translator,P10154,,,,,
D1333,dbang rin chen snang ba,author,P10154,,rnal 'byor gyi dbang phyug chen po dpal shes rab gsang ba'i zhabs,,,
D1333,dbang rin chen snang ba,revisorPandita,P10154,,rgya gar gyi mkhan po dpal shes rab gsang ba'i zhabs,,,
D1333,dbang rin chen snang ba,revisor,P1359,,bod kyi lo tsA ba kam dge bsnyen chos kyi ye shes,,,
D1333,dbang rin chen snang ba,revisor,P4CZ15078,,phyug brtsams dbang phyug rgya mtsho,,,
D1334,dpal chen po ye shes mkha' 'gro'i dbang phyug gi sgrub pa'i thabs,author,P4CZ15079,,slob dpon chen po longs spyod rdo rje,,,
D1334,dpal chen po ye shes mkha' 'gro'i dbang phyug gi sgrub pa'i thabs,translatorPandita,P10154,,rgya gar gyi mkhan po pra dz+nyA shrI gup+ta nyid,,,
D1334,dpal chen po ye shes mkha' 'gro'i dbang phyug gi sgrub pa'i thabs,translator,P4CZ10539,,zhu chen gyi lo tsA ba dge slong rin chen rgyal mtshan,,,
D1335,sdig pa thams cad 'dag pa'i me'i mchod pa'i ting nge 'dzin zhes bya ba,author,P7217,,,,,
D1336,dpal dga' ba'i me tog gi phreng ba,author,P2CN574,,dpal rgyal po chen po in+d+ra b+hU ti,,,
D1336,dpal dga' ba'i me tog gi phreng ba,translatorPandita,P10154,,rgya gar gyi kha che'i mkhan po pradz+nyA shrI gup+ta,,,
D1336,dpal dga' ba'i me tog gi phreng ba,translator,P4CZ10539,,zhu chen gyi lo tsA ba ban+de dge slong rin chen rgyal mtshan,,,
D1337,dpal de kho na nyid kyi bdud rtsi'i man ngag,translatorPandita,P10154,,rgya gar gyi mkhan po pra dz+nyA shrI gup+ta,,,
D1337,dpal de kho na nyid kyi bdud rtsi'i man ngag,translator,P4CZ10539,,bod kyi lo tsA ba dge slong rin chen rgyal mtshan,,,
D1337,dpal de kho na nyid kyi bdud rtsi'i man ngag,author,P2CN574,,,,,
D1338,dbang rin chen phreng ba'i man ngag,author,P10154,,,,,
D1338,dbang rin chen phreng ba'i man ngag,translator,P10154,,,,,
D1339,dbang gi rim pa mdor bsdus pa,author,P10154,,slob dpon chen po dpal shes rab gsang ba,,,
D1339,dbang gi rim pa mdor bsdus pa,translator,P10154,,,,,
D1340,rim pa lnga pa zhes bya ba,author,P10154,,rnal 'byor gyi dbang phyug chen po dpal shes rab gsang ba,,,
D1341,yan lag brgyad pa'i rim pa,author,P10154,,rgya gar gyi slob dpon dpal shes rab gsang ba,,,
D1341,yan lag brgyad pa'i rim pa,translatorPandita,P10154,,rgya gar gyi slob dpon dpal shes rab gsang ba,,,
D1342,rin po che'i 'od ces bya ba,author,P3085,,slob dpon na ro pa,,,
D1342,rin po che'i 'od ces bya ba,translatorPandita,P4CZ15077,,rgya gar gyi paN+Di ta badzra gu na b+ha dra,,,
D1342,rin po che'i 'od ces bya ba,translator,P4CZ10539,,lo tsA ba rin chen rgyal mtshan,,,
D1343,bde ba chen po'i bdud rtsi'i 'od ces bya ba,author,P4CZ15081,,rnal 'byor gyi dbang phyug chen po dpal ye shes rin po che,,,
D1344,byang sems thigs pa'i man ngag ces bya ba,author,P7603,,,,,
D1345,gsang chen dga' ba'i thig le zhes bya ba,author,P4CZ10534,,slob dpon yu so ma pu rir byung ba'i dge slong dpal ldan byang chub bzang po'i bla ma/_dpal ma hA ma ti,,,
D1345,gsang chen dga' ba'i thig le zhes bya ba,translatorPandita,P4CZ15080,,rgya gar gyi slob dpon A tsaR+Ya du lo pa,,,
D1345,gsang chen dga' ba'i thig le zhes bya ba,translator,P3890,,bod kyi lo tsA ba dge slong chos kyi shes rab,,,
D1346,mchog gi dang po'i sangs rgyas las phyung ba rgyud kyi rgyal po dpal dus kyi 'khor lo zhes bya ba,translatorPandita,P3244,,kha che'i pa N+Di ta so ma nA tha,,,
D1346,mchog gi dang po'i sangs rgyas las phyung ba rgyud kyi rgyal po dpal dus kyi 'khor lo zhes bya ba,translator,P2553,,bod kyi lo tsA ba 'bro dge slong shes rab grags,,,
D1346,mchog gi dang po'i sangs rgyas las phyung ba rgyud kyi rgyal po dpal dus kyi 'khor lo zhes bya ba,revisorPandita,?,ToCheck,legs par sbyar ba'i skad kyis brda sprod pa'i bstan bcos rig pa'i dge slong shong ston,,,
D1346,mchog gi dang po'i sangs rgyas las phyung ba rgyud kyi rgyal po dpal dus kyi 'khor lo zhes bya ba,translationplace,-,,dpal sa skya'i gtsug lag khang chen po,,,
D1346,mchog gi dang po'i sangs rgyas las phyung ba rgyud kyi rgyal po dpal dus kyi 'khor lo zhes bya ba,revisor,P7084?,,,,,
D1346,mchog gi dang po'i sangs rgyas las phyung ba rgyud kyi rgyal po dpal dus kyi 'khor lo zhes bya ba,revisor,P1046?,,,,,
D1347,bsdus pa'i rgyud kyi rgyal po dus kyi 'khor lo'i 'grel bshad/ rtsa ba'i rgyud kyi rjes su 'jug pa stong phrag bcu gnyis pa dri ma med pa'i 'od,author,P4CZ15082,,,, = D0845,"Zh-TK, Almogi (forthcoming)"
D1347,bsdus pa'i rgyud kyi rgyal po dus kyi 'khor lo'i 'grel bshad/ rtsa ba'i rgyud kyi rjes su 'jug pa stong phrag bcu gnyis pa dri ma med pa'i 'od,translatorPandita,P3244,,kha che'i paN+Di ta chen po so ma nA tha,,,
D1347,bsdus pa'i rgyud kyi rgyal po dus kyi 'khor lo'i 'grel bshad/ rtsa ba'i rgyud kyi rjes su 'jug pa stong phrag bcu gnyis pa dri ma med pa'i 'od,translator,P2553,,bod kyi lo tsA ba chen po 'bro dge slong shes rab grags,,,
D1347,bsdus pa'i rgyud kyi rgyal po dus kyi 'khor lo'i 'grel bshad/ rtsa ba'i rgyud kyi rjes su 'jug pa stong phrag bcu gnyis pa dri ma med pa'i 'od,revisor,P1046,,lo tsA ba dge slong shong ston,,,
D1347,bsdus pa'i rgyud kyi rgyal po dus kyi 'khor lo'i 'grel bshad/ rtsa ba'i rgyud kyi rjes su 'jug pa stong phrag bcu gnyis pa dri ma med pa'i 'od,revisionplace,-,,dpal sa skya'i gtsug lag khang chen po,,,
D1347,bsdus pa'i rgyud kyi rgyal po dus kyi 'khor lo'i 'grel bshad/ rtsa ba'i rgyud kyi rjes su 'jug pa stong phrag bcu gnyis pa dri ma med pa'i 'od,revisor2,P151,,lo tsA ba shAkya'i dge slong blo gros rgyal mtshan,,,Almogi (forthcoming)
D1347,bsdus pa'i rgyud kyi rgyal po dus kyi 'khor lo'i 'grel bshad/ rtsa ba'i rgyud kyi rjes su 'jug pa stong phrag bcu gnyis pa dri ma med pa'i 'od,revisor2,P153,,blo gros dpal bzang po,,,Almogi (forthcoming)
D1348,dpal don dam pa'i bsnyen pa,author,P4CZ15082,,dpal 'jig rten dbang phyug gi sprul pa'i sku pad+ma dkar po,,,
D1348,dpal don dam pa'i bsnyen pa,translatorPandita,P3244,,kha che'i paN+Di ta zla ba'i mgon po,,,
D1348,dpal don dam pa'i bsnyen pa,translator,P2553,,,,,? Almogi (forthcoming)
D1349,dpal ldan dri ma dang bral ba'i 'od kyi rgyud la 'jug pa'i bshad sbyar mi g.yo ba'i snying po snang ba,translator,P2085,,dpang lo tsA ba dge slong dpal ldan blo gros brtan pa,,,
D1350,pad+ma can zhes bya ba'i dka' 'grel,translatorPandita,P3244,,kha che'i paN+Di ta so ma nA tha,,,
D1350,pad+ma can zhes bya ba'i dka' 'grel,author,P4CZ15084,,,,,"Zh-TK, Almogi (forthcoming)"
D1350,pad+ma can zhes bya ba'i dka' 'grel,translator,P3244,,,,,? Almogi (forthcoming)
D1351,dbang mdor bstan pa'i 'grel bshad don dam pa bsdus pa zhes bya ba,author,P3085,,grub pa'i slob dpon dpal nA ro'i zhabs,,,
D1351,dbang mdor bstan pa'i 'grel bshad don dam pa bsdus pa zhes bya ba,translatorPandita,P4CZ15085,,kha che'i paN+Di ta d+harmA d+ha ra,,,
D1351,dbang mdor bstan pa'i 'grel bshad don dam pa bsdus pa zhes bya ba,translator,P2637,,lo tsA ba grags pa rgyal mtshan,,,
D1351,dbang mdor bstan pa'i 'grel bshad don dam pa bsdus pa zhes bya ba,revisor,P4284,,rin chen rgyal mtshan,,,
D1351,dbang mdor bstan pa'i 'grel bshad don dam pa bsdus pa zhes bya ba,translationplace,-,,bal po'i mthil,,,
D1351,dbang mdor bstan pa'i 'grel bshad don dam pa bsdus pa zhes bya ba,revisionplace,-,,dpal sa skya'i chos grwa chen po,,,
D1352,dbang mdor bstan pa'i mdor bshad,author,P3209,,sA hU pu tra dpal 'dzin dga' ba,,,
D1352,dbang mdor bstan pa'i mdor bshad,translatorPandita,P207,,paN+Di ta chen po gnas brtan byang chub sems dpa' nags kyi rin chen,,,
D1352,dbang mdor bstan pa'i mdor bshad,translator,P318?,,lo tsA ba'i cha shas su gyur pa gzhon nu dpal,,,
D1352,dbang mdor bstan pa'i mdor bshad,translationplace,-,,chos 'khor dpal bsam yas kyi dben gnas dam pa mchims phu'i dben gnas,,,
D1353,dbang mdor bstan pa'i rgya cher 'grel pa zhes bya ba,author,P4CZ15084,,rnal 'byor pa dus kyi 'khor lo'i zhabs,,,
D1353,dbang mdor bstan pa'i rgya cher 'grel pa zhes bya ba,translatorPandita,P3244,,kha che'i paN+Di ta zla ba'i mgon po,,,
D1353,dbang mdor bstan pa'i rgya cher 'grel pa zhes bya ba,translator,P2553,,lo tsA ba 'bro dge slong shes rab grags,,,
D1354,dbang mdor bstan pa'i dka' 'grel,translator,P155,,bu ston kha ches gus pa'i blo,,,
D1355,rgyud kyi rgyal po dpal dus kyi 'khor lo'i dbang gi rab tu byed pa'i 'grel pa,author,P4CZ15083,,dge slong mkhas pa chen po dA ri ka pa,,,
D1355,rgyud kyi rgyal po dpal dus kyi 'khor lo'i dbang gi rab tu byed pa'i 'grel pa,translator,P2553,,bod kyi lo tsA ba dge slong shes rab grags pa,,,
D1355,rgyud kyi rgyal po dpal dus kyi 'khor lo'i dbang gi rab tu byed pa'i 'grel pa,translatorPandita,P44,,bla ma,,"Identified based on Almogi, ""The Translation Endeavours of ’Bro lo tsā ba Shes rab grags Revisited."" According to the same article, the colophon of the T version also mentions one Vinayaśrī.",
D1356,dpal dus kyi 'khor lo'i sgrub pa'i thabs yan lag bzhi pa zhes bya ba,author,P4CZ15084,,dus kyi zhabs chen po,,,
D1356,dpal dus kyi 'khor lo'i sgrub pa'i thabs yan lag bzhi pa zhes bya ba,translatorPandita,P4CZ15087,,paN+Di ta bi sh+wa shra'i,,,
D1356,dpal dus kyi 'khor lo'i sgrub pa'i thabs yan lag bzhi pa zhes bya ba,translator,P8129,,lo tsA ba gyi jo zla ba'i 'od zer,,,
D1357,dpal ldan rgyu skar gyi dkyil 'khor gyi sgrub thabs yan lag bcu gcig pa zhes bya ba,author,P4CZ15084,,slob dpon dus 'khor zhabs,,,
D1357,dpal ldan rgyu skar gyi dkyil 'khor gyi sgrub thabs yan lag bcu gcig pa zhes bya ba,translatorPandita,P3244,,kha che'i paN+Di ta so ma nA tha,,,
D1357,dpal ldan rgyu skar gyi dkyil 'khor gyi sgrub thabs yan lag bcu gcig pa zhes bya ba,translator,P2553,,bod kyi lo tsA ba dge slong shes rab grags,,,
D1358,dpal dus kyi 'khor lo'i sgrub pa'i thabs zhes bya ba,author,P3252,,dus kyi 'khor lo pa chen po/_paN+Di ta sA d+hu pu tra,,,
D1358,dpal dus kyi 'khor lo'i sgrub pa'i thabs zhes bya ba,translatorPandita,P4CZ15089,,rgya gar gyi paN+Di ta chen po wA gI sh+wa ra gup+ta pa,,,
D1358,dpal dus kyi 'khor lo'i sgrub pa'i thabs zhes bya ba,translator,P3146,,sgra bsgyur gyi lo tsA ba dge slong chos rab bdag,,,
D1359,dpal dus kyi 'khor lo'i dkyil 'khor gyi cho ga zhes bya ba,author,P3252,,slob dpon chen po sA d+hu phu tra,,,
D1359,dpal dus kyi 'khor lo'i dkyil 'khor gyi cho ga zhes bya ba,translatorPandita,P4CZ15089,,rgya gar gyi paN+Di ta mkhas pa chen po wA gI sh+war gu p+ta,,,
D1359,dpal dus kyi 'khor lo'i dkyil 'khor gyi cho ga zhes bya ba,translator,P3146,,sgra bsgyur gyi lo tsA ba dge slong chos rab,,,
D1360,dpal dus kyi 'khor lo'i dkyil 'khor gyi cho ga,author,P4CZ15084,,dus kyi zhabs chen po dam pa'i snang ba dang ldan pa,,,
D1360,dpal dus kyi 'khor lo'i dkyil 'khor gyi cho ga,translatorPandita,P0AT0290,,paN+Di ta chen po ba ni shrI,,,
D1360,dpal dus kyi 'khor lo'i dkyil 'khor gyi cho ga,translator,P8148,,lo tsA ba chings yon tan 'bar,,,
D1361,dpal dus kyi 'khor lo lhan cig skyes pa sgrub pa'i thabs,author,P4CZ15084,,slob dpon dus kyi zhabs,,,
D1361,dpal dus kyi 'khor lo lhan cig skyes pa sgrub pa'i thabs,translatorPandita,P9963,,paN+Di ta chen po bud+d+ha shrI dz+nyAn,,,
D1361,dpal dus kyi 'khor lo lhan cig skyes pa sgrub pa'i thabs,translator,P4007,,lo tsA ba byams pa'i dpal,,,
D1362,dpal dus kyi 'khor lo skad cig gis bskyed pa'i lhan cig skyes pa'i sgrub thabs zhes bya ba,author,P4CZ15088,,slob dpon rol pa'i rdo rje,,,
D1362,dpal dus kyi 'khor lo skad cig gis bskyed pa'i lhan cig skyes pa'i sgrub thabs zhes bya ba,translatorPandita,P4CZ15089,,paN+Di ta bA gI sh+wa ra,,,
D1362,dpal dus kyi 'khor lo skad cig gis bskyed pa'i lhan cig skyes pa'i sgrub thabs zhes bya ba,translator,P3146,,lo tsA ba chos rab,,,
D1363,dpal dus kyi 'khor lo'i sgrub thabs rnal 'byor rab gsal zhes bya ba,author,P44,,dbu ma chen po'i paN+Di ta mai tri ba,,,
D1363,dpal dus kyi 'khor lo'i sgrub thabs rnal 'byor rab gsal zhes bya ba,translator,P856,,zha lu lo tsA ba dge slong chos skyong bzang po,,,
D1364,sbyor ba yan lag drug pa zhes bya ba,author,P8232,,sa bcu'i dbang phyug byang chub sems dpa' phyag na rdo rje,,,
D1364,sbyor ba yan lag drug pa zhes bya ba,translator,P4CZ10524,,lo tsA ba cog ro dge slong ting 'dzin bzang po,,,
D1364,sbyor ba yan lag drug pa zhes bya ba,translatorPandita,P4CZ15090,,rgya gar gyi mkhan po chen po dpal rab 'byor zhi ba,,,
D1365,dpal dus kyi 'khor lo'i snying po'i rgyan zhes bya ba'i sgrub thabs,author,P4CZ15091,,lho phyogs rgya mtsho'i yul du sku 'khrungs pa mkhas pa chen po bram ze bsod snyoms pa,,,
D1365,dpal dus kyi 'khor lo'i snying po'i rgyan zhes bya ba'i sgrub thabs,translator,P8129,,bod kyi lo tsA ba gyi jo zla ba'i 'od zer,,,
D1365,dpal dus kyi 'khor lo'i snying po'i rgyan zhes bya ba'i sgrub thabs,translatorPandita,P8128,,rgya gar gyi paN+Di ta b+ha dra bo d+hi,,,
D1366,dus kyi 'khor lo'i man ngag,author,P4CZ15084,,slob dpon dus 'khor zhabs chen po,,,
D1366,dus kyi 'khor lo'i man ngag,translatorPandita,P4CZ10545,,rgya gar gyi mkhan po bud+d+ha kA ra b+ha dra,,,
D1366,dus kyi 'khor lo'i man ngag,translator,P8129,,lo tsA ba gyi jo zla ba'i 'od zer,,,
D1367,sbyor ba yan lag drug pa zhes bya ba,author,P4CZ15101,,grub pa thob pa'i paN+Di ta chen po shrI a nu pA ma rak+Shi ta pA da naM,,,
D1367,sbyor ba yan lag drug pa zhes bya ba,translatorPandita,P00EGS1017688,,rgya gar shar phyogs dza ga ta la'i paN+Di ta chen po bi b+hU ti tsan+d+ra,,,
D1367,sbyor ba yan lag drug pa zhes bya ba,translator,P6532,,gnyal gyi lo tsA ba mi mnyam bzang po,,,
D1368,sbyor ba yan lag drug pa'i 'grel pa,author,P4CZ15093,,paN+Di ta chen po nyi ma dpal ye shes,,,
D1368,sbyor ba yan lag drug pa'i 'grel pa,translatorPandita,P00EGS1017688,,rgya gar shar phyogs kyi paN+Di ta chen po shrI bi b+hU ti tsan+d+ra,,,
D1368,sbyor ba yan lag drug pa'i 'grel pa,translationplace,-,,ru lag gi snying po 'bring mtshams kyi sa'i cha dpal rgya rtags kyi gtsug lag khang,,,
D1369,dpal dus kyi 'khor lo'i gdams ngag nyi ma zla ba bsgrub pa zhes bya ba,translatorPandita,P00EGS1017688,,rgya gar phyogs dza ga d+ha la'i paN+Di ta ma hA bi b+hU ti tsan+d+ra,,,
D1370,ye shes spyan sgrub pa zhes bya ba,author,P4CZ15084,,slob dpon dus zhabs,,,
D1370,ye shes spyan sgrub pa zhes bya ba,translatorPandita,P00EGS1017688,,rgya gar shar phyogs dzA ga d+ha la'i paN+Di ta ma hA bi b+hU ti tsan+d+ra,,,
D1371,rnal 'byor gsum gyi snying po gsal ba,author,P0AT1013,,byang chub sems dpa' 'jam dpal rgyal po grags pa,,,
D1371,rnal 'byor gsum gyi snying po gsal ba,translatorPandita,P3244,,paN+Di ta so ma nA tha,,,
D1371,rnal 'byor gsum gyi snying po gsal ba,translator,P2553,,lo tsA ba 'bro shes rab grags,,,
D1372,sbyor ba yan lag drug gi man ngag,author,P4CZ15084,,dus 'khor zhabs,,,
D1372,sbyor ba yan lag drug gi man ngag,translatorPandita,P3244,,paN+Di ta so ma nA tha,,,? Almogi (forthcoming)
D1372,sbyor ba yan lag drug gi man ngag,translator,P2553,,lo tsA ba 'bro shes rab grags,,,? Almogi (forthcoming)
D1373,dpal dus kyi 'khor lo'i man ngag sbyor ba yan lag drug gi rgyud kyi dka' 'grel zhes bya ba,author,P44,,slob dpon A ba d+hU tI pa,,,
D1373,dpal dus kyi 'khor lo'i man ngag sbyor ba yan lag drug gi rgyud kyi dka' 'grel zhes bya ba,translatorPandita,P5931,,rgya gar gyi mkhan po dge slong zla ba grags pa,,,
D1374,yan lag drug gi sbyor ba'i man ngag,author,P8206,,tse lu pa,,,
D1374,yan lag drug gi sbyor ba'i man ngag,translatorPandita,P8141,,paN+Di tas man+ta shrI,,,
